module	year	julian_day
IFDMSG37	1978	349
IFDMSG38	1978	349
IFDMSG50	1978	349
IFDMSG53	1985	211
IFDMSG54	1978	349
IFDMSG56	1978	349
IFDMSG61	1978	349
IFDMSG73	1978	349
IFDMSG74	1978	349
IFDMSGAJ	1978	349
IFDOLT0A	1980	247
IFDOLT10	1978	349
IFDOLT11	1978	349
IFDOLT23	1978	349
IFDOLT41	1978	349
IFDOLT46	1985	211
IFDOLT59	1978	349
IFDOLTAA	1978	349
IFDOLTAB	1978	349
IFFABA	1986	070
IFFAHA11	1980	017
IFFAHA12	1980	017
IFFAHA16	1980	164
IFFAJA01	1978	348
IFFANA	1978	348
IFFCAN01	1986	070
IFFCAN02	1982	258
IFFCAN03	1978	348
IFFPAAST	1978	348
IFFPBAPR	1978	348
IFFPCAAR	1978	348
IFFPDAPL	1978	348
IFFPEAGR	1978	348
IFFPFAVA	1978	348
IFFPGAVP	1978	348
IFFPHALA	1978	348
IFFPIAPG	1978	348
IFFPJAPV	1978	348
IFFPLARE	1978	348
IFFPPASG	1978	348
IFG0559C	1978	349
IFG0EX0A	1978	349
IFHSTATR	1978	348
IFNX5F	1978	309
IFNX5V	1978	309
IFNX6C	1978	309
IFOX0B	1978	309
IFOX0C	1984	028
IFOX0E	1978	309
IFOX0F	1981	021
IFOX0G	1978	309
IFOX0H	1984	028
IFOX0J	1978	309
IGC0001G	1978	349
IGC0002D	1984	028
IGC0002E	1984	028
IGC0002F	1984	028
IGC0003I	1978	348
IGC0005D	1979	198
IGC0006H	1978	349
IGC0006I	1984	028
IGC0007A	1984	028
IGC0007C	1984	028
IGC0007D	1980	225
IGC0007E	1981	233
IGC0008A	1985	274
IGC0008E	1978	349
IGC0008F	1981	021
IGC0008H	1985	211
IGC0009C	1982	258
IGC0009H	1984	028
IGC0010D	1981	021
IGC0012F	1984	028
IGC0106F	1984	028
IGC0106H	1984	028
IGC0107C	1978	348
IGC0107D	1978	348
IGC0109H	1980	247
IGC0110D	1980	163
IGC0112F	1982	264
IGC0203E	1987	272
IGC0206F	1984	028
IGC0206H	1978	349
IGC0207A	1978	348
IGC0209H	1984	028
IGC0210D	1980	163
IGC0306F	1984	028
IGC0306H	1978	349
IGC0308B	1978	348
IGC0310D	1981	021
IGC0406F	1984	028
IGC0406H	1984	028
IGC0408B	1978	349
IGC0410D	1980	163
IGC0506C	1980	247
IGC0506F	1979	198
IGC0506H	1978	349
IGC0508B	1980	017
IGC0510D	1981	021
IGC0606F	1984	028
IGC0606H	1978	349
IGC0610D	1981	021
IGC0706F	1984	028
IGC0706H	1979	330
IGC0710D	1980	163
IGC0806F	1984	028
IGC0806H	1979	330
IGC0810D	1980	163
IGC084	1980	225
IGC0906F	1984	028
IGC0906H	1984	028
IGC0910D	1980	163
IGC0A06F	1984	028
IGC0A10D	1982	259
IGC0B06F	1984	028
IGC0B10D	1981	021
IGC0C06F	1984	028
IGC0C10D	1981	021
IGC0D06F	1984	028
IGC0D10D	1980	163
IGC0E06F	1984	028
IGC0E10D	1981	021
IGC0F05A	1984	026
IGC0F06F	1984	028
IGC0G05B	1978	349
IGC0G10D	1980	163
IGC0G95B	1978	349
IGC0H05B	1978	349
IGC0H10D	1980	163
IGC0I05B	1978	349
IGC0J05B	1978	349
IGC0K10D	1980	163
IGC0L05B	1984	028
IGC0L10D	1980	163
IGC0N06C	1978	349
IGC0N10D	1980	163
IGC0P05B	1978	349
IGC0Q05B	1978	349
IGC0R05B	1984	028
IGC0T05B	1984	028
IGC0W05B	1978	349
IGC1006F	1984	028
IGC1106F	1984	028
IGC1206F	1979	198
IGC1306F	1984	028
IGC1406F	1984	028
IGCA010D	1981	021
IGCA110D	1980	017
IGCA210D	1981	021
IGCA310D	1981	021
IGCA410D	1981	021
IGCA510D	1981	021
IGCA610D	1981	021
IGCA710D	1981	021
IGCA810D	1981	021
IGCA910D	1981	021
IGCAA10D	1981	021
IGCAB10D	1981	021
IGCAC10D	1981	021
IGCAD10D	1981	021
IGCAE10D	1981	021
IGCAF10D	1981	021
IGCAG10D	1981	021
IGCAL10D	1981	021
IGCAT10D	1981	021
IGCC010D	1981	021
IGCC110D	1981	021
IGCD010D	1981	233
IGCD110D	1981	021
IGCD210D	1981	233
IGCD310D	1982	050
IGCD410D	1981	021
IGCD510D	1980	163
IGCD610D	1981	233
IGCD710D	1980	163
IGCD810D	1980	163
IGCD910D	1980	163
IGCDB10D	1980	163
IGCDC10D	1980	163
IGCDD10D	1980	163
IGCDL10D	1981	021
IGCDM10D	1980	163
IGCFA10D	1982	259
IGCFB10D	1981	021
IGCFC10D	1981	021
IGCFD10D	1980	163
IGCFE10D	1982	259
IGCFF10D	1981	233
IGCFG10D	1980	163
IGCFH10D	1980	163
IGCFI10D	1981	021
IGCFJ10D	1982	259
IGCFK10D	1980	163
IGCFL10D	1981	233
IGCFP10D	1981	021
IGCFQ10D	1980	163
IGCFR10D	1982	259
IGCH010D	1981	233
IGCI010D	1980	163
IGCI110D	1980	163
IGCI210D	1980	163
IGCI310D	1980	163
IGCM010D	1981	021
IGCM110D	1981	021
IGCM210D	1981	021
IGCM310D	1981	021
IGCM410D	1981	021
IGCM510D	1981	021
IGCM610D	1981	021
IGCM710D	1981	021
IGCM810D	1981	021
IGCM910D	1981	021
IGCMA10D	1980	017
IGCMB10D	1981	021
IGCMD10D	1981	233
IGCME10D	1980	017
IGCMF10D	1980	163
IGCMG10D	1980	017
IGCMH10D	1980	017
IGCMI10D	1981	233
IGCMK10D	1980	017
IGCML10D	1980	017
IGCMM10D	1981	021
IGCMN10D	1980	017
IGCMP10D	1984	028
IGCMR10D	1980	017
IGCMS10D	1980	017
IGCMSG6C	1978	349
IGCMT10D	1980	017
IGCMU10D	1980	017
IGCMV10D	1980	017
IGCMY10D	1980	017
IGCMZ10D	1980	225
IGCN010D	1981	021
IGCN410D	1981	021
IGCN510D	1981	233
IGCR010D	1981	021
IGCSW10D	1978	349
IGCT0018	1984	028
IGCT0021	1984	028
IGCT002D	1980	165
IGCT002E	1981	021
IGCT005C	1978	349
IGCT005G	1978	349
IGCT0069	1981	021
IGCT006H	1978	349
IGCT010D	1982	259
IGCT010E	1980	247
IGCT105C	1979	198
IGCT1081	1981	233
IGCT110D	1981	021
IGCT210D	1981	021
IGCV010D	1980	163
IGCV110D	1982	050
IGCV210D	1980	163
IGCV310D	1980	163
IGCV410D	1980	163
IGCV510D	1980	163
IGCV610D	1980	163
IGCV710D	1980	163
IGCV810D	1981	021
IGCV910D	1981	021
IGCVA10D	1980	225
IGCVE10D	1984	028
IGCVF10D	1984	028
IGCVG10D	1980	163
IGCVI10D	1980	163
IGCVK10D	1981	021
IGCZ010D	1980	163
IGCZ110D	1981	021
IGE0000D	1978	348
IGE0000G	1984	028
IGE0001A	1979	198
IGE0001C	1982	258
IGE0001F	1984	028
IGE0001G	1978	348
IGE0002B	1984	028
IGE0002C	1984	028
IGE0002E	1985	211
IGE0003C	1978	340
IGE0004A	1981	021
IGE0004B	1979	198
IGE0004C	1984	028
IGE0004D	1984	028
IGE0004G	1981	021
IGE0004H	1981	021
IGE0004I	1981	233
IGE0010A	1984	028
IGE0010B	1982	258
IGE0010D	1984	028
IGE0010E	1989	116
IGE0011C	1984	028
IGE0011D	1984	028
IGE0011E	1978	348
IGE0025C	1984	028
IGE0025D	1978	349
IGE0101F	1984	028
IGE0104A	1984	028
IGE0104B	1979	198
IGE0104C	1984	028
IGE0104G	1979	330
IGE0104H	1978	349
IGE0204A	1984	028
IGE0204B	1984	028
IGE0204C	1984	028
IGE0204G	1980	225
IGE0204H	1980	163
IGE0301H	1984	028
IGE0304A	1979	198
IGE0304B	1979	198
IGE0304C	1984	028
IGE0304G	1979	330
IGE0404A	1979	198
IGE0404B	1984	028
IGE0404C	1984	028
IGE0404G	1981	021
IGE0404H	1981	021
IGE0504A	1982	258
IGE0504B	1984	028
IGE0504C	1984	028
IGE0504G	1981	021
IGE0504H	1981	021
IGE0604A	1979	198
IGE0604B	1980	164
IGE0604C	1984	028
IGE0604G	1979	330
IGE0660A	1978	349
IGE0704A	1979	198
IGE0704B	1979	198
IGE0704C	1984	028
IGE0804A	1979	198
IGE0804B	1979	198
IGE0804C	1984	028
IGE0804G	1978	349
IGE0804H	1978	349
IGE0904A	1979	198
IGE0904B	1984	028
IGE0904C	1984	028
IGE0904G	1980	225
IGE0904H	1981	021
IGE0904I	1980	225
IGF2503D	1978	349
IGF2603D	1978	349
IGFC60	1979	330
IGFC70	1978	349
IGFC80	1978	349
IGFCHDA	1978	349
IGFCIC	1978	356
IGFDD0	1978	349
IGFDD1	1978	349
IGFDE0	1978	349
IGFDE1	1979	080
IGFDI0	1978	349
IGFDI1	1980	017
IGFDL1	1978	349
IGFDM0	1978	349
IGFDM1	1986	073
IGFDMTXT	1982	050
IGFDS0	1978	349
IGFDS1	1978	349
IGFDT0	1978	349
IGFDT1	1982	050
IGFDT2	1985	211
IGFDU0	1978	349
IGFDU1	1978	349
IGFDV0	1982	050
IGFDW0	1978	349
IGFINTVL	1982	050
IGFPKREF	1978	349
IGFPMFRS	1978	349
IGFPMHCA	1979	198
IGFPMKTA	1979	198
IGFPMMSG	1978	349
IGFPMPFX	1978	349
IGFPMRTM	1978	349
IGFPMSCA	1978	349
IGFPMTHA	1978	349
IGFPNSAV	1978	349
IGFPSAD0	1978	349
IGFPTAIM	1979	198
IGFPTCON	1978	349
IGFPTERM	1980	017
IGFPTSIG	1982	258
IGFPWMSG	1978	228
IGFPXMFA	1981	021
IGFRWAC	1978	349
IGFTMC00	1981	235
IGG01920	1984	028
IGG01921	1980	017
IGG01922	1978	349
IGG01924	1980	017
IGG01928	1980	247
IGG01929	1978	349
IGG0192A	1981	234
IGG0192B	1984	028
IGG0192D	1980	017
IGG0192E	1978	349
IGG0192F	1982	258
IGG0192G	1978	349
IGG0192H	1980	017
IGG0192I	1980	017
IGG0192J	1978	349
IGG0192K	1978	349
IGG0192L	1978	349
IGG0192M	1978	349
IGG0192N	1978	349
IGG0192O	1978	349
IGG0192P	1984	028
IGG0192Q	1978	349
IGG0192R	1980	247
IGG0192S	1980	247
IGG0192T	1978	349
IGG0192U	1980	247
IGG0192V	1978	349
IGG0192W	1980	247
IGG0192X	1978	349
IGG0192Z	1978	349
IGG01930	1980	225
IGG01933	1980	225
IGG01934	1982	050
IGG01935	1979	330
IGG01936	1981	021
IGG01937	1981	021
IGG01938	1981	021
IGG01939	1981	021
IGG0193M	1984	028
IGG01940	1978	349
IGG01941	1984	028
IGG01942	1981	233
IGG01943	1981	021
IGG01944	1981	021
IGG01945	1979	330
IGG01946	1979	330
IGG01948	1978	349
IGG01949	1980	163
IGG0194B	1979	330
IGG0194N	1984	028
IGG01950	1981	234
IGG0195D	1978	349
IGG0195G	1978	349
IGG0195T	1978	349
IGG0195U	1978	349
IGG0196C	1978	349
IGG0196D	1978	349
IGG0196G	1980	017
IGG0196Q	1979	330
IGG0197C	1978	348
IGG0197J	1978	349
IGG0197K	1978	349
IGG0198B	1980	017
IGG0198D	1979	330
IGG0198E	1982	050
IGG0198L	1978	349
IGG0199F	1985	052
IGG0199G	1984	028
IGG0199W	1984	028
IGG019A4	1978	349
IGG019AA	1979	330
IGG019AB	1981	234
IGG019AC	1978	349
IGG019AD	1984	028
IGG019AE	1978	349
IGG019AF	1978	349
IGG019AG	1978	349
IGG019AH	1985	082
IGG019AI	1978	349
IGG019AJ	1982	089
IGG019AK	1978	349
IGG019AL	1978	349
IGG019AM	1978	349
IGG019AN	1978	349
IGG019AQ	1982	089
IGG019AR	1979	330
IGG019AT	1978	349
IGG019AV	1978	349
IGG019AW	1978	349
IGG019AX	1978	349
IGG019B0	1978	349
IGG019BA	1984	028
IGG019BB	1982	258
IGG019BC	1978	349
IGG019BD	1978	349
IGG019BE	1978	349
IGG019BF	1978	349
IGG019BG	1978	349
IGG019BH	1979	198
IGG019BI	1978	349
IGG019BK	1979	198
IGG019BL	1978	349
IGG019BM	1980	165
IGG019BN	1984	028
IGG019BO	1984	028
IGG019BP	1978	349
IGG019BQ	1980	247
IGG019BS	1978	349
IGG019BU	1978	349
IGG019BV	1980	165
IGG019C0	1982	258
IGG019C1	1981	021
IGG019C2	1982	258
IGG019C3	1980	165
IGG019C4	1980	165
IGG019C8	1980	225
IGG019CA	1978	349
IGG019CB	1979	330
IGG019CC	1984	028
IGG019CD	1984	028
IGG019CE	1982	089
IGG019CF	1982	089
IGG019CG	1980	165
IGG019CH	1980	165
IGG019CI	1981	021
IGG019CJ	1981	021
IGG019CL	1980	165
IGG019CM	1978	349
IGG019CN	1978	349
IGG019CO	1978	349
IGG019CP	1978	349
IGG019CQ	1978	349
IGG019CR	1978	349
IGG019CS	1978	349
IGG019CT	1978	349
IGG019CU	1984	028
IGG019CV	1984	028
IGG019CW	1984	028
IGG019CX	1982	089
IGG019CY	1982	089
IGG019CZ	1982	258
IGG019DA	1984	028
IGG019DB	1984	028
IGG019DC	1978	349
IGG019DD	1980	247
IGG019DJ	1984	028
IGG019DK	1984	028
IGG019EI	1980	165
IGG019EJ	1980	165
IGG019EK	1978	349
IGG019EM	1978	349
IGG019FB	1978	349
IGG019FD	1984	028
IGG019FF	1978	349
IGG019FG	1981	021
IGG019FJ	1978	349
IGG019FL	1984	028
IGG019FP	1980	165
IGG019FR	1980	165
IGG019FS	1978	349
IGG019FT	1978	348
IGG019G0	1980	247
IGG019G1	1980	247
IGG019G2	1980	247
IGG019G3	1980	247
IGG019G4	1980	247
IGG019G5	1980	247
IGG019G6	1980	247
IGG019G7	1980	247
IGG019G8	1980	247
IGG019G9	1980	247
IGG019GA	1978	349
IGG019GB	1978	349
IGG019GC	1978	349
IGG019GD	1978	349
IGG019GE	1978	349
IGG019GF	1978	349
IGG019GG	1980	017
IGG019GN	1978	349
IGG019GO	1978	349
IGG019GW	1979	330
IGG019GZ	1980	017
IGG019H3	1980	247
IGG019HA	1980	017
IGG019HD	1978	349
IGG019HF	1978	349
IGG019HJ	1978	349
IGG019HK	1978	349
IGG019HL	1978	349
IGG019HP	1978	349
IGG019HT	1978	349
IGG019I1	1978	349
IGG019I2	1978	349
IGG019I9	1980	247
IGG019IA	1984	028
IGG019IB	1980	247
IGG019IE	1978	349
IGG019IF	1978	349
IGG019IN	1978	349
IGG019IO	1980	247
IGG019IZ	1980	017
IGG019J0	1978	349
IGG019J3	1980	247
IGG019JC	1978	349
IGG019JD	1978	349
IGG019JG	1978	349
IGG019JI	1978	349
IGG019JJ	1978	349
IGG019JK	1978	349
IGG019JL	1978	349
IGG019JM	1978	349
IGG019JN	1978	349
IGG019JO	1978	349
IGG019JP	1978	349
IGG019JQ	1978	349
IGG019JR	1978	349
IGG019JS	1978	349
IGG019JT	1978	349
IGG019JU	1978	349
IGG019JV	1978	349
IGG019JW	1978	349
IGG019JX	1978	349
IGG019KC	1978	349
IGG019KE	1984	028
IGG019KF	1984	028
IGG019KG	1978	349
IGG019KH	1978	349
IGG019KI	1978	349
IGG019KJ	1984	028
IGG019KM	1980	247
IGG019KN	1980	247
IGG019KO	1978	349
IGG019KQ	1978	349
IGG019KR	1978	349
IGG019KW	1978	349
IGG019KY	1978	349
IGG019LA	1978	349
IGG019LC	1979	198
IGG019LS	1979	198
IGG019LT	1978	348
IGG019LU	1978	348
IGG019M0	1978	348
IGG019M1	1978	348
IGG019M2	1978	348
IGG019M3	1978	348
IGG019M4	1978	348
IGG019M5	1978	348
IGG019M6	1978	348
IGG019MC	1984	028
IGG019MD	1978	348
IGG019ME	1978	348
IGG019MF	1978	348
IGG019MI	1978	348
IGG019MJ	1978	348
IGG019MK	1978	348
IGG019ML	1978	348
IGG019MN	1978	348
IGG019MP	1978	348
IGG019MS	1979	198
IGG019MT	1978	348
IGG019MU	1978	348
IGG019MV	1978	348
IGG019MW	1978	348
IGG019MX	1978	348
IGG019MY	1978	348
IGG019MZ	1978	348
IGG019OA	1982	050
IGG019OB	1984	028
IGG019OC	1982	258
IGG019OE	1984	028
IGG019OJ	1978	348
IGG019OK	1978	348
IGG019P2	1982	118
IGG019P8	1978	348
IGG019PB	1978	348
IGG019PC	1978	348
IGG019PE	1978	348
IGG019PF	1978	348
IGG019PG	1984	028
IGG019PH	1984	028
IGG019PI	1984	028
IGG019PK	1984	028
IGG019PL	1978	348
IGG019PM	1978	348
IGG019PN	1978	348
IGG019PO	1978	348
IGG019PP	1978	348
IGG019PQ	1978	348
IGG019Q1	1981	233
IGG019Q6	1981	021
IGG019Q7	1981	021
IGG019Q9	1979	330
IGG019QE	1981	021
IGG019R1	1981	021
IGG019R2	1982	050
IGG019R3	1978	349
IGG019R4	1981	021
IGG019R6	1981	233
IGG019R7	1978	349
IGG019R8	1978	349
IGG019R9	1978	349
IGG019RA	1979	330
IGG019RC	1981	021
IGG019RD	1981	021
IGG019RE	1978	349
IGG019RF	1978	349
IGG019RG	1978	349
IGG019RI	1978	349
IGG019RK	1978	349
IGG019RM	1978	349
IGG019RN	1979	330
IGG019RR	1980	163
IGG019RS	1978	349
IGG019RT	1978	349
IGG019RU	1978	349
IGG019RV	1978	349
IGG019RW	1978	349
IGG019RX	1978	349
IGG019RY	1978	349
IGG019RZ	1981	021
IGG019SI	1978	349
IGG019T2	1984	028
IGG019T3	1981	233
IGG019T4	1980	225
IGG019T5	1981	233
IGG019T6	1981	233
IGG019T7	1981	233
IGG019T8	1978	348
IGG019TC	1984	028
IGG019TD	1981	021
IGG019TM	1978	349
IGG019TV	1984	028
IGG019TW	1984	028
IGG019TX	1978	348
IGG019TY	1978	348
IGG019TZ	1978	348
IGG019UM	1978	348
IGG019UN	1978	348
IGG019UO	1978	348
IGG019UP	1984	028
IGG019V1	1978	348
IGG019V2	1978	348
IGG019V3	1978	348
IGG019V4	1978	348
IGG019V5	1980	247
IGG019V6	1984	028
IGG019VA	1978	348
IGG019VB	1978	348
IGG019VC	1978	348
IGG019VD	1978	348
IGG019VE	1978	348
IGG019VF	1978	348
IGG019VG	1978	348
IGG019VH	1978	348
IGG019VI	1978	348
IGG019VJ	1978	348
IGG019VK	1978	348
IGG019VV	1978	348
IGG019VW	1984	028
IGG0201W	1984	028
IGG02028	1978	349
IGG0202A	1984	028
IGG0202B	1984	028
IGG0202D	1980	017
IGG0202I	1978	349
IGG0202J	1978	349
IGG0202K	1978	349
IGG0202L	1978	349
IGG0202M	1978	349
IGG0202N	1978	349
IGG02030	1982	050
IGG02035	1978	349
IGG02036	1981	021
IGG0203B	1980	017
IGG02041	1979	330
IGG02046	1984	028
IGG020FC	1978	349
IGG020T1	1984	028
IGG026DU	1978	349
IGG029DM	1979	198
IGG029DU	1978	349
IGG030DU	1978	349
IGG08108	1981	021
IGG08110	1982	259
IGG08111	1982	259
IGG08112	1982	259
IGG08113	1984	028
IGG08114	1981	021
IGG08115	1979	330
IGG08116	1980	225
IGG08117	1984	028
IGG0860A	1978	348
IGG0860B	1980	163
IGG0860D	1980	163
IGG09300	1980	017
IGG09301	1982	259
IGG09302	1981	021
IGG09303	1980	017
IGG09400	1981	233
IGG09402	1982	259
IGG09403	1981	233
IGG09404	1978	349
IGG09405	1978	349
IGG09406	1978	349
IGG09407	1978	349
IGG09408	1979	198
IGG09409	1980	017
IGG0940A	1980	017
IGG0940B	1978	349
IGG0940C	1978	349
IGG0940D	1978	349
IGG0940E	1978	349
IGG0940G	1980	017
IGG0940H	1978	349
IGG09411	1984	028
IGG09414	1978	349
IGG0CLA0	1982	258
IGG0CLA1	1978	349
IGG0CLA2	1981	021
IGG0CLA3	1984	028
IGG0CLA4	1981	234
IGG0CLA5	1981	021
IGG0CLA6	1981	234
IGG0CLA7	1981	021
IGG0CLA8	1981	234
IGG0CLAA	1978	349
IGG0CLAB	1980	247
IGG0CLAC	1978	349
IGG0CLAD	1982	258
IGG0CLAE	1981	021
IGG0CLAF	1984	028
IGG0CLAG	1984	028
IGG0CLAH	1984	028
IGG0CLAI	1980	247
IGG0CLAJ	1984	028
IGG0CLAK	1981	021
IGG0CLAL	1984	028
IGG0CLAM	1980	247
IGG0CLAN	1980	247
IGG0CLAO	1980	247
IGG0CLAP	1984	028
IGG0CLAQ	1984	028
IGG0CLAR	1980	247
IGG0CLAS	1981	021
IGG0CLAT	1984	028
IGG0CLAU	1978	349
IGG0CLAV	1978	349
IGG0CLAW	1981	021
IGG0CLAX	1982	258
IGG0CLAZ	1984	028
IGG0CLB0	1981	234
IGG0CLB1	1980	247
IGG0CLB2	1978	349
IGG0CLB3	1978	349
IGG0CLB4	1981	234
IGG0CLB5	1981	021
IGG0CLB6	1985	149
IGG0CLB7	1984	028
IGG0CLB8	1982	258
IGG0CLB9	1981	234
IGG0CLBA	1980	247
IGG0CLBB	1980	247
IGG0CLBC	1978	349
IGG0CLBD	1980	247
IGG0CLBE	1981	021
IGG0CLBF	1978	349
IGG0CLBG	1984	028
IGG0CLBH	1980	247
IGG0CLBI	1981	234
IGG0CLBJ	1984	028
IGG0CLBK	1981	021
IGG0CLBL	1980	247
IGG0CLBM	1985	137
IGG0CLBN	1980	247
IGG0CLBO	1984	028
IGG0CLBP	1984	028
IGG0CLBQ	1978	349
IGG0CLBR	1978	349
IGG0CLBS	1980	247
IGG0CLBT	1980	247
IGG0CLBU	1984	028
IGG0CLBV	1984	028
IGG0CLBW	1980	247
IGG0CLBX	1981	234
IGG0CLBY	1984	028
IGG0CLBZ	1980	247
IGG0CLC9	1984	028
IGG0CLCB	1982	258
IGG0CLCE	1984	028
IGG0CLCF	1982	258
IGG0CLDA	1980	247
IGG0CLDC	1984	028
IGG0CLDD	1984	028
IGG1AN	1978	349
IGG1HN	1978	349
IGG1PCAN	1978	349
IGG1PCHN	1978	349
IGG1PN	1978	349
IGG1QN	1978	349
IGG1QNC	1978	349
IGG1RN	1978	349
IGG1SN	1978	349
IGG1TN	1979	198
IGG1XN	1978	349
IGG1YN	1978	349
IGG2A11	1978	349
IGG2G11	1978	349
IGG2H11	1978	349
IGG2P11	1978	349
IGG2T11	1978	349
IGG3AN	1979	330
IGG3HN	1979	330
IGG3PCAN	1979	330
IGG3PCHN	1979	330
IGG3PN	1979	330
IGG3QN	1979	330
IGG3QNC	1979	330
IGG3RN	1979	330
IGG3SN	1979	330
IGG3TN	1979	330
IGG3XN	1979	330
IGG3YN	1979	330
IGGMSG01	1980	225
IGGMSG02	1984	028
IGX00013	1978	348
IGX00014	1978	348
IGX00015	1978	349
IGX00026	1985	329
IGX00027	1985	329
IHCGSP04	1978	348
IHJACP20	1978	349
IHJACP25	1984	028
IHJARS01	1978	349
IHJQCP30	1978	349
IHJQCP31	1978	349
IHJQCP32	1978	349
IHJQRS20	1978	349
IHJQRS21	1984	028
IHJQRS22	1978	349
IHJQRS23	1978	349
IHJQRS24	1984	028
IKJ5803D	1978	349
IKJCB831	1987	070
IKJCT432	1980	017
IKJCT433	1988	013
IKJCT434	1980	017
IKJCT435	1978	349
IKJCT460	1986	020
IKJCT462	1985	211
IKJCT463	1985	211
IKJCT464	1985	211
IKJCT466	1985	211
IKJCT470	1978	349
IKJCT471	1985	211
IKJCT473	1985	211
IKJEBEAA	1979	330
IKJEBEAE	1987	219
IKJEBEAR	1978	349
IKJEBEAT	1978	349
IKJEBEBO	1978	349
IKJEBECH	1985	211
IKJEBECI	1985	211
IKJEBECK	1978	349
IKJEBECO	1980	164
IKJEBEDA	1985	211
IKJEBEDC	1978	349
IKJEBEDE	1978	349
IKJEBEDX	1978	349
IKJEBEEX	1979	330
IKJEBEHE	1978	349
IKJEBELE	1981	234
IKJEBEM1	1978	349
IKJEBEM2	1978	349
IKJEBEM3	1978	349
IKJEBEM4	1980	247
IKJEBEM5	1978	349
IKJEBEM6	1978	349
IKJEBEM7	1978	349
IKJEBEMS	1978	349
IKJEBEPS	1978	349
IKJEBERC	1978	349
IKJEBERN	1980	017
IKJEBESC	1981	234
IKJEBESE	1982	258
IKJEBETO	1978	349
IKJEBEUI	1981	021
IKJEBEUN	1985	217
IKJEBEVE	1978	349
IKJEE100	1985	326
IKJEE150	1985	211
IKJEE1A0	1978	349
IKJEES10	1985	211
IKJEES20	1985	211
IKJEES40	1978	349
IKJEES74	1978	349
IKJEES75	1978	349
IKJEFA01	1978	349
IKJEFA10	1978	349
IKJEFA11	1978	349
IKJEFA12	1978	349
IKJEFA13	1978	349
IKJEFA20	1986	059
IKJEFA21	1986	059
IKJEFA22	1978	349
IKJEFA23	1979	080
IKJEFA30	1985	211
IKJEFA31	1978	349
IKJEFA32	1978	349
IKJEFA41	1978	349
IKJEFA42	1978	349
IKJEFA51	1985	211
IKJEFA52	1978	349
IKJEFA53	1979	080
IKJEFA54	1978	349
IKJEFA55	1987	099
IKJEFD00	1978	349
IKJEFD30	1985	211
IKJEFD31	1978	349
IKJEFD32	1985	211
IKJEFD33	1985	211
IKJEFD34	1978	349
IKJEFD35	1978	349
IKJEFD36	1978	349
IKJEFE06	1978	349
IKJEFE16	1987	148
IKJEFF00	1985	297
IKJEFF01	1985	211
IKJEFF02	1985	284
IKJEFF03	1988	145
IKJEFF05	1988	145
IKJEFF06	1978	349
IKJEFF07	1985	211
IKJEFF08	1985	211
IKJEFF09	1987	254
IKJEFF10	1978	349
IKJEFF12	1978	349
IKJEFF15	1985	211
IKJEFF19	1985	211
IKJEFF20	1985	211
IKJEFF50	1985	176
IKJEFF51	1978	349
IKJEFF52	1984	028
IKJEFF53	1978	349
IKJEFF54	1985	211
IKJEFF55	1985	322
IKJEFF56	1985	211
IKJEFF57	1985	211
IKJEFF58	1978	349
IKJEFF76	1985	211
IKJEFF77	1985	211
IKJEFH00	1978	349
IKJEFL00	1979	080
IKJEFLA	1988	019
IKJEFLB	1987	056
IKJEFLC	1985	211
IKJEFLCM	1978	349
IKJEFLE	1989	170
IKJEFLF	1980	164
IKJEFLGB	1988	019
IKJEFLGH	1988	019
IKJEFLGM	1988	019
IKJEFLGN	1985	211
IKJEFLH	1981	234
IKJEFLI	1988	019
IKJEFLJ	1987	056
IKJEFLK	1987	056
IKJEFLL	1988	019
IKJEFLLM	1982	258
IKJEFLS	1988	019
IKJEFP00	1984	028
IKJEFP03	1978	349
IKJEFP10	1987	299
IKJEFP20	1987	299
IKJEFP30	1985	211
IKJEFP40	1978	349
IKJEFT03	1987	112
IKJEFT04	1986	147
IKJEFT05	1986	295
IKJEFT06	1985	171
IKJEFT07	1985	211
IKJEFT09	1986	104
IKJEFT35	1988	013
IKJEFT52	1978	349
IKJEFT53	1978	349
IKJEFT54	1978	349
IKJEFT55	1989	300
IKJEFT56	1978	349
IKJEFTE2	1978	349
IKJEFTE8	1985	211
IKJEFTNS	1978	349
IKJEFTSC	1989	300
IKJEFXSR	1985	211
IKJEGASN	1978	349
IKJEGMSG	1985	319
IKJEGSTA	1985	211
IKJEHCIR	1984	028
IKJEHDEF	1984	028
IKJEHMEM	1978	348
IKJEHREN	1985	239
IKJL4T00	1979	330
IKJNULL	1978	349
IKJRBBCM	1986	133
IKJRBBCR	1979	198
IKJRBBMC	1985	329
IKJRBBMG	1978	349
IKJRBBU1	1978	349
IKJTTRM0	1986	079
IKT0009C	1981	233
IKT0009D	1979	072
IKT09401	1984	028
IKT09404	1978	348
IKT09405	1978	348
IKT09409	1979	072
IKT0940A	1978	348
IKT0940C	1978	348
IKT0940D	1978	348
IKT0940E	1979	072
IKT0940F	1981	233
IKT09412	1982	263
IKT09413	1984	028
IKT09414	1978	348
IKT3270I	1984	028
IKT3270O	1984	028
IKT93EST	1979	072
IKTASCII	1978	348
IKTASTPT	1979	072
IKTATTN	1982	263
IKTCAS00	1979	072
IKTCAS20	1978	348
IKTCAS21	1978	348
IKTCAS22	1980	164
IKTCAS23	1982	050
IKTCAS24	1980	164
IKTCAS30	1978	348
IKTCAS31	1980	247
