module	rc_pre	rc_90ac3ce	rc_6d235db	rc_810e566	rc_post	deck_pre	deck_90ac3ce	deck_6d235db	deck_810e566	deck_post
IFCSSOFT	8	8	8	8	8	a7ca84dc030629cb	a7ca84dc030629cb	a7ca84dc030629cb	a7ca84dc030629cb	a7ca84dc030629cb
IFCST003	0	0	0	0	0	a44df6482af304f0	a44df6482af304f0	a44df6482af304f0	a44df6482af304f0	a44df6482af304f0
IFCST005	0	0	0	0	0	21b79007173eef81	21b79007173eef81	21b79007173eef81	21b79007173eef81	21b79007173eef81
IFCST006	0	0	0	0	0	c7d8a89ee559b043	c7d8a89ee559b043	c7d8a89ee559b043	c7d8a89ee559b043	c7d8a89ee559b043
IFCST008	0	0	0	0	0	97964ef053d9a87d	97964ef053d9a87d	97964ef053d9a87d	97964ef053d9a87d	97964ef053d9a87d
IFCST00B	0	0	0	0	0	06e6406381a9b4bc	06e6406381a9b4bc	06e6406381a9b4bc	06e6406381a9b4bc	06e6406381a9b4bc
IFCSUKNO	0	0	0	0	0	b95a01e2eacc4a59	b95a01e2eacc4a59	b95a01e2eacc4a59	b95a01e2eacc4a59	b95a01e2eacc4a59
IFCSXXX0	0	0	0	0	0	b1fe3ce37852435f	b1fe3ce37852435f	b1fe3ce37852435f	b1fe3ce37852435f	b1fe3ce37852435f
IFCSXXX1	0	0	0	0	0	0c41c92a2ab89a5f	0c41c92a2ab89a5f	0c41c92a2ab89a5f	0c41c92a2ab89a5f	0c41c92a2ab89a5f
IFCSXXX2	0	0	0	0	0	755c1e6ca594860b	755c1e6ca594860b	755c1e6ca594860b	755c1e6ca594860b	755c1e6ca594860b
IFCSXXX3	0	0	0	0	0	b38e550b5273d380	b38e550b5273d380	b38e550b5273d380	b38e550b5273d380	b38e550b5273d380
IFCSXXX4	0	0	0	0	0	167349a9c72733ef	167349a9c72733ef	167349a9c72733ef	167349a9c72733ef	167349a9c72733ef
IFCSXXX5	0	0	0	0	0	cedc779f4016aaaa	cedc779f4016aaaa	cedc779f4016aaaa	cedc779f4016aaaa	cedc779f4016aaaa
IFCSXXX6	0	0	0	0	0	b5fd658c73600d0c	b5fd658c73600d0c	b5fd658c73600d0c	b5fd658c73600d0c	b5fd658c73600d0c
IFCSXXX7	0	0	0	0	0	856495e712be65b4	856495e712be65b4	856495e712be65b4	856495e712be65b4	856495e712be65b4
IFCSXXX8	0	0	0	0	0	8834779cdd9174cc	8834779cdd9174cc	8834779cdd9174cc	8834779cdd9174cc	8834779cdd9174cc
IFCSXXX9	0	0	0	0	0	0cbb35b65b47196f	0cbb35b65b47196f	0cbb35b65b47196f	0cbb35b65b47196f	0cbb35b65b47196f
IFCSXXXA	0	0	0	0	0	d3f0f1c72599c101	d3f0f1c72599c101	d3f0f1c72599c101	d3f0f1c72599c101	d3f0f1c72599c101
IFCSXXXB	8	8	8	8	8	0174dda0c945320f	0174dda0c945320f	0174dda0c945320f	0174dda0c945320f	0174dda0c945320f
IFCSXXXD	8	8	8	8	8	b3f5f0c751568621	b3f5f0c751568621	b3f5f0c751568621	b3f5f0c751568621	b3f5f0c751568621
IFCSXXXE	0	0	0	0	0	cc101566b72e460e	cc101566b72e460e	cc101566b72e460e	cc101566b72e460e	cc101566b72e460e
IFCSXXXF	2	2	2	2	2	-	-	-	-	-
IFCSXXXG	0	0	0	0	0	a68e5a7186c0d3cd	a68e5a7186c0d3cd	a68e5a7186c0d3cd	a68e5a7186c0d3cd	a68e5a7186c0d3cd
IFCSXXXH	2	2	2	2	2	-	-	-	-	-
IFCSXXXX	0	0	0	0	0	b90d06c1b77272b5	b90d06c1b77272b5	b90d06c1b77272b5	b90d06c1b77272b5	b90d06c1b77272b5
IFCSYMCD	0	0	0	0	0	10719b70949a7114	10719b70949a7114	10719b70949a7114	10719b70949a7114	10719b70949a7114
IFCSYSUM	0	0	0	0	0	590aedab01d9c56c	590aedab01d9c56c	590aedab01d9c56c	590aedab01d9c56c	590aedab01d9c56c
IFCT1107	0	0	0	0	0	334af09fc538faf4	334af09fc538faf4	334af09fc538faf4	334af09fc538faf4	334af09fc538faf4
IFCT1204	0	0	0	0	0	e0635be6aa9039bc	e0635be6aa9039bc	e0635be6aa9039bc	e0635be6aa9039bc	e0635be6aa9039bc
IFCT1307	0	0	0	0	0	95d96ce79a86e3ba	95d96ce79a86e3ba	95d96ce79a86e3ba	95d96ce79a86e3ba	95d96ce79a86e3ba
IFCT2104	0	0	0	0	0	f16a511b0807d27c	f16a511b0807d27c	f16a511b0807d27c	f16a511b0807d27c	f16a511b0807d27c
IFCT2204	0	0	0	0	0	cd1d095cfa5649a3	cd1d095cfa5649a3	cd1d095cfa5649a3	cd1d095cfa5649a3	cd1d095cfa5649a3
IFCT2305	0	0	0	0	0	f0ef33c0c1ca09ee	f0ef33c0c1ca09ee	f0ef33c0c1ca09ee	f0ef33c0c1ca09ee	f0ef33c0c1ca09ee
IFCT3102	0	0	0	0	0	e8e8f4aa6efb41ac	e8e8f4aa6efb41ac	e8e8f4aa6efb41ac	e8e8f4aa6efb41ac	e8e8f4aa6efb41ac
IFCT3204	0	0	0	0	0	00ea3ddf24ee411d	00ea3ddf24ee411d	00ea3ddf24ee411d	00ea3ddf24ee411d	00ea3ddf24ee411d
IFCTA105	0	0	0	0	0	481e906f6f3a989e	481e906f6f3a989e	481e906f6f3a989e	481e906f6f3a989e	481e906f6f3a989e
IFCTA201	0	0	0	0	0	471140149a0b252e	471140149a0b252e	471140149a0b252e	471140149a0b252e	471140149a0b252e
IFCTA301	0	0	0	0	0	90ef7b8c6f508eec	90ef7b8c6f508eec	90ef7b8c6f508eec	90ef7b8c6f508eec	90ef7b8c6f508eec
IFCTABLE	0	0	0	0	0	f108fd29df1ea901	f108fd29df1ea901	f108fd29df1ea901	f108fd29df1ea901	f108fd29df1ea901
IFCTB105	0	0	0	0	0	d8a7e3bb1443a95f	d8a7e3bb1443a95f	d8a7e3bb1443a95f	d8a7e3bb1443a95f	d8a7e3bb1443a95f
IFCTB205	0	0	0	0	0	96baad3d73aec985	96baad3d73aec985	037b2bcfedb464b1	037b2bcfedb464b1	037b2bcfedb464b1
IFCTB305	0	0	0	0	0	b28c637882866c3a	b28c637882866c3a	5f2593cfc4ee121e	5f2593cfc4ee121e	5f2593cfc4ee121e
IFCTB405	0	0	0	0	0	5f0e6467d792acb3	5f0e6467d792acb3	ce86c4dcaf1cb8b8	ce86c4dcaf1cb8b8	ce86c4dcaf1cb8b8
IFCTC104	0	0	0	0	0	0f346736d9beafec	0f346736d9beafec	0f346736d9beafec	0f346736d9beafec	0f346736d9beafec
IFCTC201	0	0	0	0	0	9a47de7de38b9503	9a47de7de38b9503	b51a3f6256f03b24	b51a3f6256f03b24	b51a3f6256f03b24
IFCTC205	0	0	0	0	0	56bd265b3351e017	56bd265b3351e017	56bd265b3351e017	56bd265b3351e017	56bd265b3351e017
IFCTC301	0	0	0	0	0	e13cf6e336cadf91	e13cf6e336cadf91	3ad83d460ff44b55	3ad83d460ff44b55	3ad83d460ff44b55
IFCTC305	0	0	0	0	0	2b71a057a063c5b4	2b71a057a063c5b4	2b71a057a063c5b4	2b71a057a063c5b4	2b71a057a063c5b4
IFCTC401	0	0	0	0	0	55658cb098f21184	55658cb098f21184	ef0a225f007539ba	ef0a225f007539ba	ef0a225f007539ba
IFCTHRSH	0	0	0	0	0	7e04c9ef0493fe48	7e04c9ef0493fe48	a224b20d96c8d41c	a224b20d96c8d41c	a224b20d96c8d41c
IFCTREND	0	0	0	0	0	34f0e22e4c2a8886	34f0e22e4c2a8886	34f0e22e4c2a8886	34f0e22e4c2a8886	34f0e22e4c2a8886
IFDMSG00	0	0	0	0	0	d8dc0b187ef2ee5e	d8dc0b187ef2ee5e	d8dc0b187ef2ee5e	d8dc0b187ef2ee5e	d8dc0b187ef2ee5e
IFDMSG03	0	0	0	0	0	d9da14135c198fe4	d9da14135c198fe4	d9da14135c198fe4	d9da14135c198fe4	d9da14135c198fe4
IFDMSG04	0	0	0	0	0	3a17d915c4cf2651	3a17d915c4cf2651	3a17d915c4cf2651	3a17d915c4cf2651	3a17d915c4cf2651
IFDMSG05	0	0	0	0	0	19271a0fcd0bb507	19271a0fcd0bb507	19271a0fcd0bb507	19271a0fcd0bb507	19271a0fcd0bb507
IFDMSG06	0	0	0	0	0	c8654424a11191d0	c8654424a11191d0	c8654424a11191d0	c8654424a11191d0	c8654424a11191d0
IFDMSG07	0	0	0	0	0	4bb1bc43e156366d	4bb1bc43e156366d	4bb1bc43e156366d	4bb1bc43e156366d	4bb1bc43e156366d
IFDMSG08	0	0	0	0	0	d3ed9568832d34b8	d3ed9568832d34b8	d3ed9568832d34b8	d3ed9568832d34b8	d3ed9568832d34b8
IFDMSG13	0	0	0	0	0	4d66c81aff775b0f	4d66c81aff775b0f	4d66c81aff775b0f	4d66c81aff775b0f	4d66c81aff775b0f
IFDMSG22	0	0	0	0	0	c7c62f4fd17c6ce7	c7c62f4fd17c6ce7	c7c62f4fd17c6ce7	c7c62f4fd17c6ce7	c7c62f4fd17c6ce7
IFDMSG31	0	0	0	0	0	a41a60343ab9cca6	a41a60343ab9cca6	a41a60343ab9cca6	a41a60343ab9cca6	a41a60343ab9cca6
IFDMSG32	0	0	0	0	0	97dec41ca715fe84	97dec41ca715fe84	97dec41ca715fe84	97dec41ca715fe84	97dec41ca715fe84
IFDMSG33	0	0	0	0	0	6e014e07d6a28449	6e014e07d6a28449	6e014e07d6a28449	6e014e07d6a28449	6e014e07d6a28449
IFDMSG37	0	0	0	0	0	27981b4ac1404199	27981b4ac1404199	27981b4ac1404199	27981b4ac1404199	27981b4ac1404199
IFDMSG38	0	0	0	0	0	647a9df9e2eab510	647a9df9e2eab510	647a9df9e2eab510	647a9df9e2eab510	647a9df9e2eab510
IFDMSG50	0	0	0	0	0	b49e23a8274f2206	b49e23a8274f2206	b49e23a8274f2206	b49e23a8274f2206	b49e23a8274f2206
IFDMSG53	0	0	0	0	0	b2a11c884199b192	b2a11c884199b192	b2a11c884199b192	b2a11c884199b192	b2a11c884199b192
IFDMSG54	0	0	0	0	0	cf0adbde245bcb4b	cf0adbde245bcb4b	cf0adbde245bcb4b	cf0adbde245bcb4b	cf0adbde245bcb4b
IFDMSG56	0	0	0	0	0	c62cd7d082af6af8	c62cd7d082af6af8	c62cd7d082af6af8	c62cd7d082af6af8	c62cd7d082af6af8
IFDMSG61	0	0	0	0	0	28d57b2ac493f61c	28d57b2ac493f61c	28d57b2ac493f61c	28d57b2ac493f61c	28d57b2ac493f61c
IFDMSG73	0	0	0	0	0	4b183e375572235e	4b183e375572235e	4b183e375572235e	4b183e375572235e	4b183e375572235e
IFDMSG74	0	0	0	0	0	6387d9b19f6a8ade	6387d9b19f6a8ade	6387d9b19f6a8ade	6387d9b19f6a8ade	6387d9b19f6a8ade
IFDMSGAJ	0	0	0	0	0	fc030e7d6e287023	fc030e7d6e287023	fc030e7d6e287023	fc030e7d6e287023	fc030e7d6e287023
IFDOLT00	8	8	8	8	8	119e89f73057f1d4	119e89f73057f1d4	119e89f73057f1d4	119e89f73057f1d4	119e89f73057f1d4
IFDOLT03	8	8	8	8	8	57d94117fc287fc1	57d94117fc287fc1	57d94117fc287fc1	57d94117fc287fc1	57d94117fc287fc1
IFDOLT04	8	8	8	8	8	c789e311a22bf526	c789e311a22bf526	c789e311a22bf526	c789e311a22bf526	c789e311a22bf526
IFDOLT05	8	8	8	8	8	38d80d6a273e11e1	38d80d6a273e11e1	38d80d6a273e11e1	38d80d6a273e11e1	38d80d6a273e11e1
IFDOLT06	8	8	8	8	8	2bb2682a97f849dc	2bb2682a97f849dc	2bb2682a97f849dc	2bb2682a97f849dc	2bb2682a97f849dc
IFDOLT07	8	8	8	8	8	09ee7cb85be67dfd	09ee7cb85be67dfd	09ee7cb85be67dfd	09ee7cb85be67dfd	09ee7cb85be67dfd
IFDOLT08	8	8	8	8	8	3c75b07428f71705	3c75b07428f71705	3c75b07428f71705	3c75b07428f71705	3c75b07428f71705
IFDOLT09	0	0	0	0	0	9824439142a95a0a	9824439142a95a0a	9824439142a95a0a	9824439142a95a0a	9824439142a95a0a
IFDOLT0A	0	0	0	0	0	2d3e9f7cb1f74b1a	2d3e9f7cb1f74b1a	2d3e9f7cb1f74b1a	2d3e9f7cb1f74b1a	2d3e9f7cb1f74b1a
IFDOLT10	0	0	0	0	0	22402ade970a82ea	22402ade970a82ea	22402ade970a82ea	22402ade970a82ea	22402ade970a82ea
IFDOLT11	0	0	0	0	0	ee18a720b688b94d	ee18a720b688b94d	ee18a720b688b94d	ee18a720b688b94d	ee18a720b688b94d
IFDOLT12	8	8	8	8	8	c2cbf3e2abaa2475	c2cbf3e2abaa2475	c2cbf3e2abaa2475	c2cbf3e2abaa2475	c2cbf3e2abaa2475
IFDOLT13	0	0	0	0	0	cf0cf2c86c829da9	cf0cf2c86c829da9	cf0cf2c86c829da9	cf0cf2c86c829da9	cf0cf2c86c829da9
IFDOLT14	8	8	8	8	8	3c437492c564645f	3c437492c564645f	3c437492c564645f	3c437492c564645f	3c437492c564645f
IFDOLT15	8	8	8	8	8	40e6afd59e825819	40e6afd59e825819	40e6afd59e825819	40e6afd59e825819	40e6afd59e825819
IFDOLT16	8	8	8	8	8	64e380d6a068612e	64e380d6a068612e	64e380d6a068612e	64e380d6a068612e	64e380d6a068612e
IFDOLT17	8	8	8	8	8	fa2e8d69aea845f6	fa2e8d69aea845f6	fa2e8d69aea845f6	fa2e8d69aea845f6	fa2e8d69aea845f6
IFDOLT18	8	8	8	8	8	cc5c6f28d7d6587a	cc5c6f28d7d6587a	cc5c6f28d7d6587a	cc5c6f28d7d6587a	cc5c6f28d7d6587a
IFDOLT21	0	0	0	0	0	e55abebeb4bde130	e55abebeb4bde130	e55abebeb4bde130	e55abebeb4bde130	e55abebeb4bde130
IFDOLT22	0	0	0	0	0	69a0ada088a3900f	69a0ada088a3900f	69a0ada088a3900f	69a0ada088a3900f	69a0ada088a3900f
IFDOLT23	0	0	0	0	0	73a1cd97e962fa5a	73a1cd97e962fa5a	73a1cd97e962fa5a	73a1cd97e962fa5a	73a1cd97e962fa5a
IFDOLT24	8	8	8	8	8	aa332ec8f2ef8374	aa332ec8f2ef8374	aa332ec8f2ef8374	aa332ec8f2ef8374	aa332ec8f2ef8374
IFDOLT26	8	8	8	8	8	f83b2fe584796ca5	f83b2fe584796ca5	f83b2fe584796ca5	f83b2fe584796ca5	f83b2fe584796ca5
IFDOLT28	0	0	0	0	0	6126f718c069994c	6126f718c069994c	6126f718c069994c	6126f718c069994c	6126f718c069994c
IFDOLT30	8	8	8	8	8	4d10116c56291101	4d10116c56291101	4d10116c56291101	4d10116c56291101	4d10116c56291101
IFDOLT31	8	8	8	8	8	43c204e2aeef9111	43c204e2aeef9111	43c204e2aeef9111	43c204e2aeef9111	43c204e2aeef9111
IFDOLT32	8	8	8	8	8	1dd8217001487cfb	1dd8217001487cfb	1dd8217001487cfb	1dd8217001487cfb	1dd8217001487cfb
IFDOLT33	8	8	8	8	8	561a6d7ec348fd22	561a6d7ec348fd22	561a6d7ec348fd22	561a6d7ec348fd22	561a6d7ec348fd22
IFDOLT35	0	0	0	0	0	8a0da2dfbd0f8af4	8a0da2dfbd0f8af4	8a0da2dfbd0f8af4	8a0da2dfbd0f8af4	8a0da2dfbd0f8af4
IFDOLT36	0	0	0	0	0	74868272d454a9cf	74868272d454a9cf	74868272d454a9cf	74868272d454a9cf	74868272d454a9cf
IFDOLT37	0	0	0	0	0	149d0bb43c1e2843	149d0bb43c1e2843	149d0bb43c1e2843	149d0bb43c1e2843	149d0bb43c1e2843
IFDOLT38	8	8	8	8	8	9d53f1c53bb85c58	9d53f1c53bb85c58	9d53f1c53bb85c58	9d53f1c53bb85c58	9d53f1c53bb85c58
IFDOLT39	8	8	0	0	0	2b56fca08bdea0be	2b56fca08bdea0be	1b0bba6ad67392f6	1b0bba6ad67392f6	1b0bba6ad67392f6
IFDOLT41	0	0	0	0	0	db5c2b794fc58f69	db5c2b794fc58f69	db5c2b794fc58f69	db5c2b794fc58f69	db5c2b794fc58f69
IFDOLT42	8	8	8	8	8	b533425bd2b54d02	b533425bd2b54d02	b533425bd2b54d02	b533425bd2b54d02	b533425bd2b54d02
IFDOLT43	0	0	0	0	0	944f843333c06d35	944f843333c06d35	944f843333c06d35	944f843333c06d35	944f843333c06d35
IFDOLT44	0	0	0	0	0	d3dc511fdc849d77	d3dc511fdc849d77	d3dc511fdc849d77	d3dc511fdc849d77	d3dc511fdc849d77
IFDOLT46	0	0	0	0	0	cc853935a568de25	cc853935a568de25	cc853935a568de25	cc853935a568de25	cc853935a568de25
IFDOLT48	8	8	8	8	8	73c54be71f9d3243	73c54be71f9d3243	73c54be71f9d3243	73c54be71f9d3243	73c54be71f9d3243
IFDOLT49	0	0	0	0	0	64dd9b4cc026d12f	64dd9b4cc026d12f	64dd9b4cc026d12f	64dd9b4cc026d12f	64dd9b4cc026d12f
IFDOLT50	8	8	8	8	8	807cec0c8fa71f33	807cec0c8fa71f33	807cec0c8fa71f33	807cec0c8fa71f33	807cec0c8fa71f33
IFDOLT51	0	0	0	0	0	4ab9d6cec7c0286f	4ab9d6cec7c0286f	4ab9d6cec7c0286f	4ab9d6cec7c0286f	4ab9d6cec7c0286f
IFDOLT52	8	8	8	8	8	4617c866defe308b	4617c866defe308b	4617c866defe308b	4617c866defe308b	4617c866defe308b
IFDOLT53	8	8	8	8	8	f75f0c8e29a95bb3	f75f0c8e29a95bb3	f75f0c8e29a95bb3	f75f0c8e29a95bb3	f75f0c8e29a95bb3
IFDOLT54	8	8	8	8	8	519ff6ca40118118	519ff6ca40118118	519ff6ca40118118	519ff6ca40118118	519ff6ca40118118
IFDOLT55	0	0	0	0	0	7264bde270f77994	7264bde270f77994	e81e5749a2924e1d	e81e5749a2924e1d	e81e5749a2924e1d
IFDOLT56	8	8	8	8	8	47199aa8b0d5152a	47199aa8b0d5152a	47199aa8b0d5152a	47199aa8b0d5152a	47199aa8b0d5152a
IFDOLT57	8	8	8	8	8	ef1fc6b3b500de10	ef1fc6b3b500de10	ef1fc6b3b500de10	ef1fc6b3b500de10	ef1fc6b3b500de10
IFDOLT58	0	0	0	0	0	06c0e596cc7d727b	06c0e596cc7d727b	06c0e596cc7d727b	06c0e596cc7d727b	06c0e596cc7d727b
IFDOLT59	0	0	0	0	0	5106e6c0750d0507	5106e6c0750d0507	5106e6c0750d0507	5106e6c0750d0507	5106e6c0750d0507
IFDOLT61	8	8	8	8	8	e92b059e6cd448ef	e92b059e6cd448ef	e92b059e6cd448ef	e92b059e6cd448ef	e92b059e6cd448ef
IFDOLT62	0	0	0	0	0	fde0a330ec31f5e8	fde0a330ec31f5e8	fde0a330ec31f5e8	fde0a330ec31f5e8	fde0a330ec31f5e8
IFDOLT67	0	0	0	0	0	ad7ae8f4563dbfa0	ad7ae8f4563dbfa0	ad7ae8f4563dbfa0	ad7ae8f4563dbfa0	ad7ae8f4563dbfa0
IFDOLT73	8	8	8	8	8	58ac3a51eb056daa	58ac3a51eb056daa	58ac3a51eb056daa	58ac3a51eb056daa	58ac3a51eb056daa
IFDOLT74	8	8	8	8	8	f579768210c012c3	f579768210c012c3	f579768210c012c3	f579768210c012c3	f579768210c012c3
IFDOLT98	0	0	0	0	0	80b817618b02d082	80b817618b02d082	80b817618b02d082	80b817618b02d082	80b817618b02d082
IFDOLT99	0	0	0	0	0	9b54cd0efaede228	9b54cd0efaede228	9b54cd0efaede228	9b54cd0efaede228	9b54cd0efaede228
IFDOLTAA	0	0	0	0	0	71869cd43589c948	71869cd43589c948	71869cd43589c948	71869cd43589c948	71869cd43589c948
IFDOLTAB	0	0	0	0	0	4d82bd01ced2859c	4d82bd01ced2859c	4d82bd01ced2859c	4d82bd01ced2859c	4d82bd01ced2859c
IFDOLTAJ	8	8	8	8	8	cd6168c7bdc895e3	cd6168c7bdc895e3	cd6168c7bdc895e3	cd6168c7bdc895e3	cd6168c7bdc895e3
IFFAAA01	8	8	8	8	8	48937a6e879bfd98	48937a6e879bfd98	48937a6e879bfd98	48937a6e879bfd98	48937a6e879bfd98
IFFAAA02	8	8	8	8	8	a1f1da77d726dadc	a1f1da77d726dadc	a1f1da77d726dadc	a1f1da77d726dadc	a1f1da77d726dadc
IFFAAA03	8	8	8	8	8	5ee7f9330ab95e0d	5ee7f9330ab95e0d	5ee7f9330ab95e0d	5ee7f9330ab95e0d	5ee7f9330ab95e0d
IFFAAA04	8	8	8	8	8	7d1342a2ad726132	7d1342a2ad726132	7d1342a2ad726132	7d1342a2ad726132	7d1342a2ad726132
IFFAAA05	8	8	8	8	8	14b198ec974326bb	14b198ec974326bb	14b198ec974326bb	14b198ec974326bb	14b198ec974326bb
IFFAAA06	8	8	8	8	8	aa2987a0ed755bcd	aa2987a0ed755bcd	aa2987a0ed755bcd	aa2987a0ed755bcd	aa2987a0ed755bcd
IFFABA	0	0	0	0	0	5b9a52422a1c03fe	5b9a52422a1c03fe	5b9a52422a1c03fe	5b9a52422a1c03fe	5b9a52422a1c03fe
IFFACA00	8	8	8	8	8	07ae3f401ceea734	07ae3f401ceea734	07ae3f401ceea734	07ae3f401ceea734	07ae3f401ceea734
IFFACA01	8	8	8	8	8	08f2af573c11bc30	08f2af573c11bc30	08f2af573c11bc30	08f2af573c11bc30	08f2af573c11bc30
IFFACA02	8	8	8	8	8	0953d122f65e0102	0953d122f65e0102	0953d122f65e0102	0953d122f65e0102	0953d122f65e0102
IFFACA03	8	8	8	8	8	d205b3b6c7c2e097	d205b3b6c7c2e097	d205b3b6c7c2e097	d205b3b6c7c2e097	d205b3b6c7c2e097
IFFACA04	8	8	8	8	8	c079847d9beea4db	c079847d9beea4db	c079847d9beea4db	c079847d9beea4db	c079847d9beea4db
IFFACA05	8	8	8	8	8	57c8f79d5fb2a12c	57c8f79d5fb2a12c	57c8f79d5fb2a12c	57c8f79d5fb2a12c	57c8f79d5fb2a12c
IFFACA06	8	8	8	8	8	dcd9ed3dfcc91289	dcd9ed3dfcc91289	dcd9ed3dfcc91289	dcd9ed3dfcc91289	dcd9ed3dfcc91289
IFFACA07	8	8	8	8	8	1a0204cbacf67c7c	1a0204cbacf67c7c	1a0204cbacf67c7c	1a0204cbacf67c7c	1a0204cbacf67c7c
IFFACA08	8	8	8	8	8	899e1edbb4115aa5	899e1edbb4115aa5	899e1edbb4115aa5	899e1edbb4115aa5	899e1edbb4115aa5
IFFACA13	8	8	8	8	8	5a7d21fbbca3a4c8	5a7d21fbbca3a4c8	5a7d21fbbca3a4c8	5a7d21fbbca3a4c8	5a7d21fbbca3a4c8
IFFACA50	8	8	8	8	8	b0518cec3019891c	b0518cec3019891c	b0518cec3019891c	b0518cec3019891c	b0518cec3019891c
IFFADA01	8	8	8	8	8	744c00a59c380fba	744c00a59c380fba	744c00a59c380fba	744c00a59c380fba	744c00a59c380fba
IFFADA02	8	8	8	8	8	bdfaf655978e911e	bdfaf655978e911e	bdfaf655978e911e	bdfaf655978e911e	bdfaf655978e911e
IFFADA03	8	8	8	8	8	5f112d7ef4b1196d	5f112d7ef4b1196d	5f112d7ef4b1196d	5f112d7ef4b1196d	5f112d7ef4b1196d
IFFAEA01	8	8	8	8	8	8e1db0ada0149768	8e1db0ada0149768	8e1db0ada0149768	8e1db0ada0149768	8e1db0ada0149768
IFFAEA02	8	8	8	8	8	c661c8c7a0ccd9d2	c661c8c7a0ccd9d2	c661c8c7a0ccd9d2	c661c8c7a0ccd9d2	c661c8c7a0ccd9d2
IFFAEA03	8	8	8	8	8	4637d181724c3f0c	4637d181724c3f0c	4637d181724c3f0c	4637d181724c3f0c	4637d181724c3f0c
IFFAEA04	8	8	8	8	8	640322cbb3b1597d	640322cbb3b1597d	640322cbb3b1597d	640322cbb3b1597d	640322cbb3b1597d
IFFAEA06	8	8	8	8	8	b1bc3b125172b4dd	b1bc3b125172b4dd	b1bc3b125172b4dd	b1bc3b125172b4dd	b1bc3b125172b4dd
IFFAEA07	8	8	8	8	8	a88c6a9dba289cf5	a88c6a9dba289cf5	a88c6a9dba289cf5	a88c6a9dba289cf5	a88c6a9dba289cf5
IFFAFA01	8	8	8	8	8	0903acabcc793715	0903acabcc793715	0903acabcc793715	0903acabcc793715	0903acabcc793715
IFFAFA02	8	8	8	8	8	d06df258c6278a39	d06df258c6278a39	d06df258c6278a39	d06df258c6278a39	d06df258c6278a39
IFFAFA03	8	8	8	8	8	8d869a325feaa7e0	8d869a325feaa7e0	8d869a325feaa7e0	8d869a325feaa7e0	8d869a325feaa7e0
IFFAFA04	8	8	8	8	8	54048a78ec11a0c3	54048a78ec11a0c3	54048a78ec11a0c3	54048a78ec11a0c3	54048a78ec11a0c3
IFFAFA05	8	8	8	8	8	baca02043028f759	baca02043028f759	baca02043028f759	baca02043028f759	baca02043028f759
IFFAFA06	8	8	8	8	8	5626ca2170f70096	5626ca2170f70096	5626ca2170f70096	5626ca2170f70096	5626ca2170f70096
IFFAFA07	8	8	8	8	8	17b6a0d9b21da02b	17b6a0d9b21da02b	17b6a0d9b21da02b	17b6a0d9b21da02b	17b6a0d9b21da02b
IFFAFA08	8	8	8	8	8	5b27bda1c96c8015	5b27bda1c96c8015	5b27bda1c96c8015	5b27bda1c96c8015	5b27bda1c96c8015
IFFAFA09	8	8	8	8	8	153f7b4e7e4a01d3	153f7b4e7e4a01d3	153f7b4e7e4a01d3	153f7b4e7e4a01d3	153f7b4e7e4a01d3
IFFAFA11	8	8	8	8	8	4d8ac3f81641a3e4	4d8ac3f81641a3e4	4d8ac3f81641a3e4	4d8ac3f81641a3e4	4d8ac3f81641a3e4
IFFAFA12	8	8	8	8	8	ef64d168ed622028	ef64d168ed622028	ef64d168ed622028	ef64d168ed622028	ef64d168ed622028
IFFAFA13	8	8	8	8	8	ff59a8bf81f0436c	ff59a8bf81f0436c	ff59a8bf81f0436c	ff59a8bf81f0436c	ff59a8bf81f0436c
IFFAFA14	8	8	8	8	8	11d9f5855efc22b5	11d9f5855efc22b5	11d9f5855efc22b5	11d9f5855efc22b5	11d9f5855efc22b5
IFFAFA15	8	8	8	8	8	3a6c8a1ac33602b3	3a6c8a1ac33602b3	3a6c8a1ac33602b3	3a6c8a1ac33602b3	3a6c8a1ac33602b3
IFFAFA19	8	8	8	8	8	22560c6f8b7bb4c4	22560c6f8b7bb4c4	22560c6f8b7bb4c4	22560c6f8b7bb4c4	22560c6f8b7bb4c4
IFFAGA01	8	8	8	8	8	5d5ce3545724d0f8	5d5ce3545724d0f8	5d5ce3545724d0f8	5d5ce3545724d0f8	5d5ce3545724d0f8
IFFAGA02	8	8	8	8	8	95eef821bad14972	95eef821bad14972	95eef821bad14972	95eef821bad14972	95eef821bad14972
IFFAGA03	8	8	8	8	8	83f9c2aed49e637f	83f9c2aed49e637f	83f9c2aed49e637f	83f9c2aed49e637f	83f9c2aed49e637f
IFFAGA04	8	8	8	8	8	8d5f6ff3b1ccc618	8d5f6ff3b1ccc618	8d5f6ff3b1ccc618	8d5f6ff3b1ccc618	8d5f6ff3b1ccc618
IFFAGA05	8	8	8	8	8	a47050cd251ff43e	a47050cd251ff43e	a47050cd251ff43e	a47050cd251ff43e	a47050cd251ff43e
IFFAGA06	8	8	8	8	8	15898b3b3adba723	15898b3b3adba723	15898b3b3adba723	15898b3b3adba723	15898b3b3adba723
IFFAGA07	8	8	8	8	8	1c84abc9ee4ec56c	1c84abc9ee4ec56c	1c84abc9ee4ec56c	1c84abc9ee4ec56c	1c84abc9ee4ec56c
IFFAGA08	8	8	8	8	8	147b4877eb3b781f	147b4877eb3b781f	147b4877eb3b781f	147b4877eb3b781f	147b4877eb3b781f
